"","iso_ref","gene_ref","isoform_id","gene_id","condition_1","condition_2","gene_name","gene_biotype","iso_biotype","gene_overall_mean","gene_value_1","gene_value_2","gene_stderr_1","gene_stderr_2","gene_log2_fold_change","gene_q_value","iso_overall_mean","iso_value_1","iso_value_2","iso_stderr_1","iso_stderr_2","iso_log2_fold_change","iso_q_value","IF_overall","IF1","IF2","dIF","isoform_switch_q_value","gene_switch_q_value","PTC"
"81802","isoComp_00103555","geneComp_00023477","ENST00000531970.5","SPATA5L1","d","f","SPATA5L1","protein_coding","nonsense_mediated_decay",25.2459684153522,15.6282235317548,34.8637132989497,2.6978406402866,0.463749844078666,1.15706335329749,NA,7.96886308899464,1.06285598647502,14.8748701915142,0.709213786108064,1.85230770808423,3.79431830434569,NA,0.25655,0.0867,0.4264,0.3397,0.527817638679978,0.0121523458609577,TRUE
"81804","isoComp_00103557","geneComp_00023477","ENST00000559860.2","SPATA5L1","d","f","SPATA5L1","protein_coding","retained_intron",25.2459684153522,15.6282235317548,34.8637132989497,2.6978406402866,0.463749844078666,1.15706335329749,NA,0.263983123004323,0.196549940669152,0.331416305339495,0.196549940669152,0.331416305339495,0.725041314370174,NA,0.01375,0.0180666666666667,0.00943333333333333,-0.00863333333333333,0.980248845625739,0.0121523458609577,NA
"36286","isoComp_00104032","geneComp_00023556","ENST00000393328.6","SPOP","d","f","SPOP","protein_coding","protein_coding",32.0915868631803,17.9248035811325,46.2583701452282,7.24742534466412,2.05826308785852,1.36726433402639,NA,1.0428159605468,0.406203210716247,1.67942871037735,0.406203210716247,0.81018873606845,2.02117547409034,NA,0.0267833333333333,0.0179,0.0356666666666667,0.0177666666666667,0.834513374106891,0.045735171038798,FALSE
"36289","isoComp_00104035","geneComp_00023556","ENST00000504102.6","SPOP","d","f","SPOP","protein_coding","protein_coding",32.0915868631803,17.9248035811325,46.2583701452282,7.24742534466412,2.05826308785852,1.36726433402639,NA,14.5897140675576,10.4108984923666,18.7685296427487,5.23630903591526,0.54618002711485,0.849604432025169,NA,0.411933333333333,0.417,0.406866666666667,-0.0101333333333333,0.990681042427439,0.045735171038798,FALSE
"36291","isoComp_00104037","geneComp_00023556","ENST00000504889.5","SPOP","d","f","SPOP","protein_coding","retained_intron",32.0915868631803,17.9248035811325,46.2583701452282,7.24742534466412,2.05826308785852,1.36726433402639,NA,0.500216208600549,0.314479905070643,0.685952512130455,0.314479905070643,0.186976510835752,1.10085973268812,NA,0.0144333333333333,0.0138666666666667,0.015,0.00113333333333334,0.886505303573007,0.045735171038798,NA
"36292","isoComp_00104038","geneComp_00023556","ENST00000505581.5","SPOP","d","f","SPOP","protein_coding","protein_coding",32.0915868631803,17.9248035811325,46.2583701452282,7.24742534466412,2.05826308785852,1.36726433402639,NA,1.87317589369224,0.904129727078098,2.84222206030638,0.904129727078098,0.337972047319773,1.64161548505908,NA,0.0511,0.0398666666666667,0.0623333333333333,0.0224666666666667,0.738303523902045,0.045735171038798,FALSE
"36294","isoComp_00104040","geneComp_00023556","ENST00000507551.1","SPOP","d","f","SPOP","protein_coding","retained_intron",32.0915868631803,17.9248035811325,46.2583701452282,7.24742534466412,2.05826308785852,1.36726433402639,NA,0.645524344441282,0.022930826411401,1.26811786247116,0.022930826411401,0.270321256431335,5.27843835389801,NA,0.0145333333333333,0.001,0.0280666666666667,0.0270666666666667,0.495835234876179,0.045735171038798,NA
"36295","isoComp_00104041","geneComp_00023556","ENST00000507970.5","SPOP","d","f","SPOP","protein_coding","protein_coding",32.0915868631803,17.9248035811325,46.2583701452282,7.24742534466412,2.05826308785852,1.36726433402639,NA,0.576244685569599,0.409479043060733,0.743010328078466,0.409479043060733,0.137236939882207,0.844070916408382,NA,0.0169666666666667,0.0180666666666667,0.0158666666666667,-0.0022,0.88417880655948,0.045735171038798,FALSE
"36298","isoComp_00104044","geneComp_00023556","ENST00000513080.6","SPOP","d","f","SPOP","protein_coding","nonsense_mediated_decay",32.0915868631803,17.9248035811325,46.2583701452282,7.24742534466412,2.05826308785852,1.36726433402639,NA,0.7877450287607,0,1.5754900575214,0,0.337777442239515,7.30878502022213,NA,0.0169333333333333,0,0.0338666666666667,0.0338666666666667,0.201433220649455,0.045735171038798,TRUE
"36299","isoComp_00104045","geneComp_00023556","ENST00000514121.6","SPOP","d","f","SPOP","protein_coding","protein_coding",32.0915868631803,17.9248035811325,46.2583701452282,7.24742534466412,2.05826308785852,1.36726433402639,NA,0.653839030924605,0.0643037447481851,1.24337431710103,0.0643037447481851,0.201406541053267,4.07623860473671,NA,0.01455,0.00233333333333333,0.0267666666666667,0.0244333333333333,0.564445742292046,0.045735171038798,FALSE
"36300","isoComp_00104046","geneComp_00023556","ENST00000515508.6","SPOP","d","f","SPOP","protein_coding","protein_coding",32.0915868631803,17.9248035811325,46.2583701452282,7.24742534466412,2.05826308785852,1.36726433402639,NA,3.14375270094089,2.7462063406747,3.54129906120709,2.09196743184195,1.35748295663652,0.365662959359323,NA,0.0915,0.1037,0.0793,-0.0244,1,0.045735171038798,FALSE
"36301","isoComp_00104047","geneComp_00023556","ENST00000572686.1","SPOP","d","f","SPOP","protein_coding","retained_intron",32.0915868631803,17.9248035811325,46.2583701452282,7.24742534466412,2.05826308785852,1.36726433402639,NA,1.02284813855377,1.51932571637097,0.526370560736575,1.08599243162513,0.0625877322142254,-1.51159374447058,NA,0.178283333333333,0.3451,0.0114666666666667,-0.333633333333333,0.876203122501591,0.045735171038798,NA
"36302","isoComp_00104048","geneComp_00023556","ENST00000577134.1","SPOP","d","f","SPOP","protein_coding","retained_intron",32.0915868631803,17.9248035811325,46.2583701452282,7.24742534466412,2.05826308785852,1.36726433402639,NA,3.73921622441836,1.12684657463486,6.35158587420186,1.12684657463486,3.53017135277102,2.48434889291469,NA,0.08605,0.0411,0.131,0.0899,0.833800155228696,0.045735171038798,NA
"36303","isoComp_00104049","geneComp_00023556","ENST00000659760.1","SPOP","d","f","SPOP","protein_coding","nonsense_mediated_decay",32.0915868631803,17.9248035811325,46.2583701452282,7.24742534466412,2.05826308785852,1.36726433402639,NA,2.28671185170869,0,4.57342370341738,0,1.10289619240069,8.84028184807353,NA,0.0504833333333333,0,0.100966666666667,0.100966666666667,0.045735171038798,0.045735171038798,TRUE
"17750","isoComp_00104243","geneComp_00023592","ENST00000216484.7","SPTLC2","d","f","SPTLC2","protein_coding","protein_coding",10.654031356461,11.8129113362329,9.495151376689,3.11164063213759,1.16392380321233,-0.314803827948113,NA,5.35306184813594,7.66380866202392,3.04231503424796,1.05989169389121,0.101494745406295,-1.33003892068819,NA,0.527883333333333,0.725466666666667,0.3303,-0.395166666666667,0.686601834356636,0.0148165636509651,FALSE
"17751","isoComp_00104244","geneComp_00023592","ENST00000554365.1","SPTLC2","d","f","SPTLC2","protein_coding","retained_intron",10.654031356461,11.8129113362329,9.495151376689,3.11164063213759,1.16392380321233,-0.314803827948113,NA,1.11115848319511,1.06065386942027,1.16166309696995,0.908970392610286,1.16166309696995,0.130065645056087,NA,0.0872166666666667,0.0761666666666667,0.0982666666666667,0.0221,0.902380726359455,0.0148165636509651,NA
"17752","isoComp_00104245","geneComp_00023592","ENST00000554901.1","SPTLC2","d","f","SPTLC2","protein_coding","protein_coding",10.654031356461,11.8129113362329,9.495151376689,3.11164063213759,1.16392380321233,-0.314803827948113,NA,2.01899589975652,0.0262066587558869,4.01178514075716,0.0262066587558869,0.592138819764518,6.79543715182735,NA,0.224983333333333,0.0019,0.448066666666667,0.446166666666667,0.0148165636509651,0.0148165636509651,NA
"17753","isoComp_00104246","geneComp_00023592","ENST00000556607.1","SPTLC2","d","f","SPTLC2","protein_coding","nonsense_mediated_decay",10.654031356461,11.8129113362329,9.495151376689,3.11164063213759,1.16392380321233,-0.314803827948113,NA,0.54120713143061,0,1.08241426286122,0,0.761370438113234,6.77137624533698,NA,0.0498,0,0.0996,0.0996,0.499586218199667,0.0148165636509651,TRUE
"17754","isoComp_00104247","geneComp_00023592","ENST00000557566.1","SPTLC2","d","f","SPTLC2","protein_coding","retained_intron",10.654031356461,11.8129113362329,9.495151376689,3.11164063213759,1.16392380321233,-0.314803827948113,NA,1.62960799394278,3.06224214603285,0.196973841852718,2.38983776559716,0.196973841852719,-3.89177157893271,NA,0.11015,0.1965,0.0238,-0.1727,0.704731146226543,0.0148165636509651,NA
"91733","isoComp_00104792","geneComp_00023675","ENST00000331758.8","SS18L1","d","f","SS18L1","protein_coding","protein_coding",10.0291386584968,9.78391341256963,10.274363904424,3.98605129718088,0.423302572291223,0.0704952184271821,NA,6.75132178513608,8.91796527186033,4.58467829841184,3.5292128857049,0.295145386325002,-0.958367562231787,NA,0.694033333333333,0.9379,0.450166666666667,-0.487733333333333,0.31548247231191,0.00985990399109933,FALSE
"91734","isoComp_00104793","geneComp_00023675","ENST00000370848.8","SS18L1","d","f","SS18L1","protein_coding","protein_coding",10.0291386584968,9.78391341256963,10.274363904424,3.98605129718088,0.423302572291223,0.0704952184271821,NA,1.9780609222554,0,3.9561218445108,0,0.789870139155091,8.63158518952285,NA,0.19115,0,0.3823,0.3823,0.00985990399109933,0.00985990399109933,TRUE
"91735","isoComp_00104794","geneComp_00023675","ENST00000450482.5","SS18L1","d","f","SS18L1","protein_coding","protein_coding",10.0291386584968,9.78391341256963,10.274363904424,3.98605129718088,0.423302572291223,0.0704952184271821,NA,0.891910558301671,0.708708188173974,1.07511292842937,0.361751673854555,0.142608897422361,0.59436716496958,NA,0.0778166666666667,0.0514666666666667,0.104166666666667,0.0527,0.900581384961167,0.00985990399109933,FALSE
"91737","isoComp_00104796","geneComp_00023675","ENST00000492466.2","SS18L1","d","f","SS18L1","protein_coding","nonsense_mediated_decay",10.0291386584968,9.78391341256963,10.274363904424,3.98605129718088,0.423302572291223,0.0704952184271821,NA,0.360345823808608,0.0622408145452314,0.658450833071985,0.0622408145452314,0.658450833071985,3.20993538387753,NA,0.0338,0.0042,0.0634,0.0592,1,0.00985990399109933,NA
"84295","isoComp_00105369","geneComp_00023768","ENST00000423834.6","STAG3L3","d","f","STAG3L3","transcribed_unprocessed_pseudogene","processed_transcript",18.534234044643,15.733486375434,21.3349817138519,6.92555722847911,0.743230524261219,0.439141867392143,NA,2.70489834706721,2.21585547220468,3.19394122192975,0.967393725794975,0.0538663836280055,0.525487761364672,NA,0.150916666666667,0.151666666666667,0.150166666666667,-0.0015,1,0.045735171038798,NA
"84296","isoComp_00105370","geneComp_00023768","ENST00000428423.5","STAG3L3","d","f","STAG3L3","transcribed_unprocessed_pseudogene","processed_transcript",18.534234044643,15.733486375434,21.3349817138519,6.92555722847911,0.743230524261219,0.439141867392143,NA,11.4606892342715,10.5663395860429,12.3550388825001,3.89317342467591,0.964403062561869,0.225426371482314,NA,0.651266666666667,0.724566666666667,0.577966666666667,-0.1466,0.885731073853443,0.045735171038798,NA
"84298","isoComp_00105372","geneComp_00023768","ENST00000448173.5","STAG3L3","d","f","STAG3L3","transcribed_unprocessed_pseudogene","processed_transcript",18.534234044643,15.733486375434,21.3349817138519,6.92555722847911,0.743230524261219,0.439141867392143,NA,1.91529888894752,1.6966475292483,2.13395024864675,0.978750147382613,0.395221471189872,0.329106295784751,NA,0.0893333333333333,0.0796666666666667,0.099,0.0193333333333333,0.950866608974324,0.045735171038798,NA
"84299","isoComp_00105373","geneComp_00023768","ENST00000569650.1","STAG3L3","d","f","STAG3L3","transcribed_unprocessed_pseudogene","processed_transcript",18.534234044643,15.733486375434,21.3349817138519,6.92555722847911,0.743230524261219,0.439141867392143,NA,1.34221008986092,1.25464378793808,1.42977639178375,1.25464378793808,0.507996278868754,0.187113689158002,NA,0.0559666666666667,0.0441333333333333,0.0678,0.0236666666666667,0.76960098850431,0.045735171038798,NA
"84300","isoComp_00105374","geneComp_00023768","ENST00000608210.5","STAG3L3","d","f","STAG3L3","transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene",18.534234044643,15.733486375434,21.3349817138519,6.92555722847911,0.743230524261219,0.439141867392143,NA,1.08143507977196,0,2.16287015954393,0,0.197127750477388,7.76345815822919,NA,0.0510666666666667,0,0.102133333333333,0.102133333333333,0.045735171038798,0.045735171038798,NA
"32254","isoComp_00105819","geneComp_00023823","ENST00000396738.7","STK16","d","f","STK16","protein_coding","protein_coding",51.1290841356167,38.8301988012336,63.4279694699997,10.2893646414977,0.332933758832534,0.707796008703831,NA,2.01338882413607,0.98930136803473,3.03747628023741,0.98930136803473,1.2796973684038,1.60862325691554,NA,0.0323166666666667,0.0166666666666667,0.0479666666666667,0.0313,0.63370606325577,0.0361684435980242,FALSE
"32255","isoComp_00105820","geneComp_00023823","ENST00000409260.5","STK16","d","f","STK16","protein_coding","protein_coding",51.1290841356167,38.8301988012336,63.4279694699997,10.2893646414977,0.332933758832534,0.707796008703831,NA,16.2678053920469,13.0582008622319,19.4774099218618,2.98129334042574,2.21399273548845,0.576481819537666,NA,0.331183333333333,0.3555,0.306866666666667,-0.0486333333333333,0.987800102595755,0.0361684435980242,FALSE
"32256","isoComp_00105821","geneComp_00023823","ENST00000409516.7","STK16","d","f","STK16","protein_coding","protein_coding",51.1290841356167,38.8301988012336,63.4279694699997,10.2893646414977,0.332933758832534,0.707796008703831,NA,10.0402146438902,11.5427366112707,8.53769267650974,4.92104686343466,2.11302396546599,-0.434627694175346,NA,0.244566666666667,0.354266666666667,0.134866666666667,-0.2194,0.867269177039644,0.0361684435980242,FALSE
"32257","isoComp_00105822","geneComp_00023823","ENST00000409638.7","STK16","d","f","STK16","protein_coding","protein_coding",51.1290841356167,38.8301988012336,63.4279694699997,10.2893646414977,0.332933758832534,0.707796008703831,NA,0.836757610425964,0.796141601644196,0.877373619207732,0.796141601644196,0.772022935624699,0.138508388278144,NA,0.02075,0.0276666666666667,0.0138333333333333,-0.0138333333333333,0.941931808154183,0.0361684435980242,FALSE
"32258","isoComp_00105823","geneComp_00023823","ENST00000409743.1","STK16","d","f","STK16","protein_coding","protein_coding",51.1290841356167,38.8301988012336,63.4279694699997,10.2893646414977,0.332933758832534,0.707796008703831,NA,4.02259718951668,3.11531655960605,4.9298778194273,3.11531655960605,1.40691558337959,0.66047303327814,NA,0.0651333333333333,0.0524333333333333,0.0778333333333333,0.0254,0.593528583435898,0.0361684435980242,FALSE
"32259","isoComp_00105824","geneComp_00023823","ENST00000461417.5","STK16","d","f","STK16","protein_coding","retained_intron",51.1290841356167,38.8301988012336,63.4279694699997,10.2893646414977,0.332933758832534,0.707796008703831,NA,3.0423270201594,3.36910658143544,2.71554745888336,2.72614344024771,1.75749140786318,-0.310095814113565,NA,0.05365,0.0647333333333333,0.0425666666666667,-0.0221666666666667,0.999884155147944,0.0361684435980242,NA
"32260","isoComp_00105825","geneComp_00023823","ENST00000475342.5","STK16","d","f","STK16","protein_coding","retained_intron",51.1290841356167,38.8301988012336,63.4279694699997,10.2893646414977,0.332933758832534,0.707796008703831,NA,4.20924886130386,0.0589649822007455,8.35953274040697,0.0589649822007455,1.71763879205742,6.92313926905601,NA,0.0665166666666667,0.001,0.132033333333333,0.131033333333333,0.0361684435980242,0.0361684435980242,NA
"32261","isoComp_00105826","geneComp_00023823","ENST00000475696.5","STK16","d","f","STK16","protein_coding","retained_intron",51.1290841356167,38.8301988012336,63.4279694699997,10.2893646414977,0.332933758832534,0.707796008703831,NA,1.5915532043893,1.09412800305828,2.08897840572032,1.09412800305828,0.635037222335724,0.926779888860429,NA,0.02565,0.0184333333333333,0.0328666666666667,0.0144333333333333,0.665045568620261,0.0361684435980242,NA
"32262","isoComp_00105827","geneComp_00023823","ENST00000478018.5","STK16","d","f","STK16","protein_coding","retained_intron",51.1290841356167,38.8301988012336,63.4279694699997,10.2893646414977,0.332933758832534,0.707796008703831,NA,2.16089449339928,2.2358177150622,2.08597127173636,1.86335774112399,0.273850551950915,-0.0996218913025097,NA,0.0375833333333333,0.0422333333333333,0.0329333333333333,-0.0093,0.959601126813503,0.0361684435980242,NA
"32265","isoComp_00105830","geneComp_00023823","ENST00000496443.5","STK16","d","f","STK16","protein_coding","retained_intron",51.1290841356167,38.8301988012336,63.4279694699997,10.2893646414977,0.332933758832534,0.707796008703831,NA,4.22613393462796,2.28548710271903,6.16678076653689,1.18738145106683,0.217140680341847,1.42805479955878,NA,0.07975,0.0623,0.0972,0.0349,0.870519822720183,0.0361684435980242,NA
"32266","isoComp_00105831","geneComp_00023823","ENST00000496800.5","STK16","d","f","STK16","protein_coding","retained_intron",51.1290841356167,38.8301988012336,63.4279694699997,10.2893646414977,0.332933758832534,0.707796008703831,NA,2.27867952581854,0.28499741397027,4.27236163766681,0.28499741397027,0.596953801899186,3.85963242127053,NA,0.0360333333333333,0.0048,0.0672666666666667,0.0624666666666667,0.423527015163057,0.0361684435980242,NA
"100915","isoComp_00105839","geneComp_00023827","ENST00000375331.7","STK19","d","f","STK19","protein_coding","protein_coding",35.3148357014162,31.9129591246,38.7167122782324,25.2449920018074,2.09813281308677,0.27873463877007,NA,0.525235050147964,0,1.05047010029593,0,0.529938640033147,6.7285601347706,NA,0.01435,0,0.0287,0.0287,0.594552052672955,0.0295198106489327,FALSE
"100916","isoComp_00105840","geneComp_00023827","ENST00000463823.5","STK19","d","f","STK19","protein_coding","processed_transcript",35.3148357014162,31.9129591246,38.7167122782324,25.2449920018074,2.09813281308677,0.27873463877007,NA,0.50010908511896,0,1.00021817023792,0,1.00021817023792,6.65852308585108,NA,0.0117333333333333,0,0.0234666666666667,0.0234666666666667,0.944210942833489,0.0295198106489327,NA
"100917","isoComp_00105841","geneComp_00023827","ENST00000466132.5","STK19","d","f","STK19","protein_coding","retained_intron",35.3148357014162,31.9129591246,38.7167122782324,25.2449920018074,2.09813281308677,0.27873463877007,NA,1.7931230952015,0.733786445164833,2.85245974523816,0.733786445164833,0.656360796389086,1.94429504324671,NA,0.0731,0.0734333333333333,0.0727666666666667,-0.000666666666666663,0.677765432839334,0.0295198106489327,NA
"100920","isoComp_00105844","geneComp_00023827","ENST00000473983.5","STK19","d","f","STK19","protein_coding","retained_intron",35.3148357014162,31.9129591246,38.7167122782324,25.2449920018074,2.09813281308677,0.27873463877007,NA,2.5677184672993,0.826856870820238,4.30858006377836,0.592468104251027,0.474019931219138,2.3675042343527,NA,0.1135,0.114233333333333,0.112766666666667,-0.00146666666666667,0.951773595603956,0.0295198106489327,NA
"100921","isoComp_00105845","geneComp_00023827","ENST00000478486.5","STK19","d","f","STK19","protein_coding","retained_intron",35.3148357014162,31.9129591246,38.7167122782324,25.2449920018074,2.09813281308677,0.27873463877007,NA,0.347044652127363,0.0884474733011183,0.605641830953607,0.0884474733011183,0.30310626014335,2.64466517735694,NA,0.0119333333333333,0.00883333333333333,0.0150333333333333,0.0062,0.884527255251262,0.0295198106489327,NA
"100922","isoComp_00105846","geneComp_00023827","ENST00000479644.1","STK19","d","f","STK19","protein_coding","retained_intron",35.3148357014162,31.9129591246,38.7167122782324,25.2449920018074,2.09813281308677,0.27873463877007,NA,1.5358652354731,0.324729931643044,2.74700053930316,0.169272506973808,0.151578089741204,3.04203008146221,NA,0.0647333333333333,0.0577,0.0717666666666667,0.0140666666666667,0.90942199812049,0.0295198106489327,NA
"100923","isoComp_00105847","geneComp_00023827","ENST00000483801.6","STK19","d","f","STK19","protein_coding","nonsense_mediated_decay",35.3148357014162,31.9129591246,38.7167122782324,25.2449920018074,2.09813281308677,0.27873463877007,NA,3.61161121493317,0,7.22322242986635,0,2.48770140857448,9.49849470664178,NA,0.0912166666666667,0,0.182433333333333,0.182433333333333,0.0295198106489327,0.0295198106489327,TRUE
"100924","isoComp_00105848","geneComp_00023827","ENST00000484540.5","STK19","d","f","STK19","protein_coding","retained_intron",35.3148357014162,31.9129591246,38.7167122782324,25.2449920018074,2.09813281308677,0.27873463877007,NA,0.131172480631238,0.262344961262475,0,0.159660630149088,0,-4.7673632705699,NA,0.0303166666666667,0.0606333333333333,0,-0.0606333333333333,0.583629163584086,0.0295198106489327,NA
"100925","isoComp_00105849","geneComp_00023827","ENST00000490822.1","STK19","d","f","STK19","protein_coding","retained_intron",35.3148357014162,31.9129591246,38.7167122782324,25.2449920018074,2.09813281308677,0.27873463877007,NA,15.0691281826809,28.3762880016474,1.76196836371433,26.9453561562275,0.591638196685734,-4.0017694523409,NA,0.30105,0.555033333333333,0.0470666666666667,-0.507966666666667,0.595482205453574,0.0295198106489327,NA
"100926","isoComp_00105850","geneComp_00023827","ENST00000491861.5","STK19","d","f","STK19","protein_coding","retained_intron",35.3148357014162,31.9129591246,38.7167122782324,25.2449920018074,2.09813281308677,0.27873463877007,NA,7.33400299041067,1.30050544076089,13.3675005400604,1.30050544076089,1.04923067885366,3.35161333882469,NA,0.2391,0.130133333333333,0.348066666666667,0.217933333333333,0.510902169324049,0.0295198106489327,NA
"100927","isoComp_00105851","geneComp_00023827","ENST00000492583.5","STK19","d","f","STK19","protein_coding","retained_intron",35.3148357014162,31.9129591246,38.7167122782324,25.2449920018074,2.09813281308677,0.27873463877007,NA,1.43631244924738,0,2.87262489849476,0,0.478193116060126,8.17123930815838,NA,0.0379666666666667,0,0.0759333333333333,0.0759333333333333,0.0655631052723071,0.0295198106489327,NA
"60514","isoComp_00106771","geneComp_00023973","ENST00000371964.5","SURF2","d","f","SURF2","protein_coding","protein_coding",37.8952944367005,38.4952787638861,37.2953101095149,7.34611774729076,3.81621220622396,-0.0456752401661812,NA,33.034255777741,36.9851200530782,29.0833915024038,7.7614267428916,3.36290499205793,-0.346643495028831,NA,0.8678,0.957866666666667,0.777733333333333,-0.180133333333333,0.444552173921126,0.00846029851253122,FALSE
"60515","isoComp_00106772","geneComp_00023973","ENST00000486887.1","SURF2","d","f","SURF2","protein_coding","processed_transcript",37.8952944367005,38.4952787638861,37.2953101095149,7.34611774729076,3.81621220622396,-0.0456752401661812,NA,2.19754139206414,0,4.39508278412828,0,0.920019229629718,8.78302532154904,NA,0.0580833333333333,0,0.116166666666667,0.116166666666667,0.00846029851253122,0.00846029851253122,NA
"60516","isoComp_00106773","geneComp_00023973","ENST00000495524.5","SURF2","d","f","SURF2","protein_coding","processed_transcript",37.8952944367005,38.4952787638861,37.2953101095149,7.34611774729076,3.81621220622396,-0.0456752401661812,NA,2.66349726689542,1.51015871080798,3.81683582298285,1.51015871080798,0.352099731538702,1.33193005372998,NA,0.0741166666666667,0.0421333333333333,0.1061,0.0639666666666667,0.531505736097237,0.00846029851253122,NA
"121961","isoComp_00107487","geneComp_00024108","ENST00000217893.10","TAF9","d","f","TAF9","protein_coding","protein_coding",178.861041791245,130.40837919181,227.313704390681,43.5187239433772,5.01073018257726,0.801600934874304,NA,116.069657452632,76.4828940064332,155.65642089883,10.239279131114,3.92075529264794,1.02506013499749,NA,0.712666666666667,0.740566666666667,0.684766666666667,-0.0558000000000001,0.817851986224369,0.0410552440321226,FALSE
"121962","isoComp_00107488","geneComp_00024108","ENST00000328663.8","TAF9","d","f","TAF9","protein_coding","protein_coding",178.861041791245,130.40837919181,227.313704390681,43.5187239433772,5.01073018257726,0.801600934874304,NA,30.9987792245356,0.68670195223343,61.3108564968378,0.343381988576654,1.76524846704495,6.45969243181934,NA,0.137366666666667,0.00496666666666667,0.269766666666667,0.2648,0.0410552440321226,0.0410552440321226,FALSE
"121964","isoComp_00107490","geneComp_00024108","ENST00000506736.1","TAF9","d","f","TAF9","protein_coding","protein_coding",178.861041791245,130.40837919181,227.313704390681,43.5187239433772,5.01073018257726,0.801600934874304,NA,3.32337963897606,1.83221927500552,4.8145400029466,0.976642946063363,1.05274565777417,1.38894660256423,NA,0.01685,0.0123,0.0214,0.0091,0.885814860331213,0.0410552440321226,FALSE
"121965","isoComp_00107491","geneComp_00024108","ENST00000508954.3","TAF9","d","f","TAF9","protein_coding","protein_coding",178.861041791245,130.40837919181,227.313704390681,43.5187239433772,5.01073018257726,0.801600934874304,NA,2.85267144061814,2.88421382868205,2.82112905255422,2.22326340064399,0.190502270922937,-0.0317940004713482,NA,0.0141333333333333,0.0158,0.0124666666666667,-0.00333333333333333,0.97425453410127,0.0410552440321226,FALSE
"121966","isoComp_00107492","geneComp_00024108","ENST00000509462.5","TAF9","d","f","TAF9","protein_coding","protein_coding",178.861041791245,130.40837919181,227.313704390681,43.5187239433772,5.01073018257726,0.801600934874304,NA,24.4922434190661,48.1849393979734,0.799547440158839,48.1849393979734,0.799547440158839,-5.89562223106616,NA,0.113166666666667,0.222966666666667,0.00336666666666667,-0.2196,0.875917519549569,0.0410552440321226,FALSE
"52659","isoComp_00107659","geneComp_00024134","ENST00000266556.8","TAPBPL","d","f","TAPBPL","protein_coding","protein_coding",19.841854031857,15.9786557659391,23.7050522977749,2.59715068986363,2.49301326422701,0.568754399504078,NA,5.94741249851771,3.30531483558623,8.58951016144918,3.30531483558623,0.356261966950156,1.37510860354447,NA,0.28835,0.204333333333333,0.372366666666667,0.168033333333333,0.537118162098234,0.0109039772377658,FALSE
"52660","isoComp_00107660","geneComp_00024134","ENST00000539384.5","TAPBPL","d","f","TAPBPL","protein_coding","processed_transcript",19.841854031857,15.9786557659391,23.7050522977749,2.59715068986363,2.49301326422701,0.568754399504078,NA,2.10277889445726,2.27083413919492,1.9347236497196,0.380393540081692,0.978840015797698,-0.22999637953558,NA,0.111333333333333,0.144,0.0786666666666667,-0.0653333333333333,0.871467204087927,0.0109039772377658,NA
"52661","isoComp_00107661","geneComp_00024134","ENST00000542160.1","TAPBPL","d","f","TAPBPL","protein_coding","processed_transcript",19.841854031857,15.9786557659391,23.7050522977749,2.59715068986363,2.49301326422701,0.568754399504078,NA,4.58789479701635,9.17578959403269,0,4.2761163070846,0,-9.84325992792512,NA,0.28985,0.5797,0,-0.5797,0.0109039772377658,0.0109039772377658,NA
"52662","isoComp_00107662","geneComp_00024134","ENST00000543567.5","TAPBPL","d","f","TAPBPL","protein_coding","processed_transcript",19.841854031857,15.9786557659391,23.7050522977749,2.59715068986363,2.49301326422701,0.568754399504078,NA,1.4250923553539,0.242411593491954,2.60777311721584,0.242411593491954,0.458164067243534,3.37448998287005,NA,0.0653666666666667,0.015,0.115733333333333,0.100733333333333,0.508454935745355,0.0109039772377658,NA
"52664","isoComp_00107664","geneComp_00024134","ENST00000544289.1","TAPBPL","d","f","TAPBPL","protein_coding","processed_transcript",19.841854031857,15.9786557659391,23.7050522977749,2.59715068986363,2.49301326422701,0.568754399504078,NA,4.56709965831494,0.712411519040938,8.42178779758895,0.366581203137554,2.15866450783114,3.54494575692784,NA,0.19305,0.0401333333333333,0.345966666666667,0.305833333333333,0.471586528623986,0.0109039772377658,NA
"52665","isoComp_00107665","geneComp_00024134","ENST00000544826.5","TAPBPL","d","f","TAPBPL","protein_coding","processed_transcript",19.841854031857,15.9786557659391,23.7050522977749,2.59715068986363,2.49301326422701,0.568754399504078,NA,0.309140620960498,0.101550802679062,0.516730439241935,0.101550802679062,0.267272549081906,2.23936393912115,NA,0.0133,0.00626666666666667,0.0203333333333333,0.0140666666666667,0.863120407580066,0.0109039772377658,NA
"52666","isoComp_00107666","geneComp_00024134","ENST00000545700.5","TAPBPL","d","f","TAPBPL","protein_coding","processed_transcript",19.841854031857,15.9786557659391,23.7050522977749,2.59715068986363,2.49301326422701,0.568754399504078,NA,0.791125661645587,0.170343281913265,1.41190804137791,0.170343281913265,0.297808005108847,2.97901057854791,NA,0.0348333333333333,0.0105333333333333,0.0591333333333333,0.0486,0.549486348722712,0.0109039772377658,NA
